STRID,LOC,STR,AGI,CON,INT,CHA,PER,AGE,SEX,HGT,LEV,PARTY,TAG1,TAG2,TRAIT1,TRAIT2,HP,SP,AC,SMG,BIGG,NRG,THROW,MELEE,SCOUT,REP,MED,THIEF,BAR,TAG1,TAG2,MONEY,ITEMS,HAND,MODEL,RACE,TATOO,HEAD,HEAD_SPECIAL,HEAD_OVERWRITE,CANT_LOOT,NAME1,NAME2
aryan_a_black_woman_Walker10,aryantown,8,7,8,7,14,8,5,F,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,79,0,,,0,"HAIR2.G,KNOT_SHIRT.R,WILDGANJA,STONE_KNIFE,HANDMADE_12_DOUBLE,DODGER,BREAD,MEDIKIT_1,DOWNHILL,BREAD,DOWNHILL,CIGARETTE,DODGER",,woman,Black1,,BlackWoman2,,,,Townswoman,Шоколадка
aryan_a_Broom01,aryantown,8,7,8,7,12,8,5,M,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,50,0,,,0,"SKULL_CAP.R,QUILTED_JACKET.R,RAGS_TROUSERS.B,BOOTS_COLONIST.R,RAT_FUR,CIGARETTE,POISON_MOMENT,DOG_FUR,CIGARETTE,BLEVANTON,HANDMADE_12MM,BREAD,RAT_FUR,ANTIDOT_PIG,RAT_FUR,RAT_FUR,CIGARETTE,TOADSTOOLBLUE,IRON_SPEAR,POISON_PIG",BROOM,man,White1,,WhiteSlave,,,,Townsman,Местный
aryan_a_Broom02,aryantown,8,7,5,7,12,8,5,M,175,10,,,,,,70,,,15,15,0,50,40,17,0,0,71,0,,,0,"BASEBALL_CAP.R,RAGS_JACKET.R,RAGS_TROUSERS.G,BOOTS_FOOTMAN.R,WILDGANJA,WILDGANJA,HANDMADE_6MM,RAT_FUR,SPIKED_KNUCKLES,RAT_FUR,WILDGANJA,CARROT,BREAD,BREAD,HANDMADE_GRENADE,TOADSTOOLBLUE,DOG_FUR,RAT_FUR,DOG_FUR,ANTIDOT_MOMENT",BROOM,man,White1,,WhiteSlave2,,,,Townsman,Местный
aryan_a_Broom03,aryantown,8,7,8,7,12,8,5,M,175,10,,,,,,70,,,15,15,0,50,40,17,0,0,44,0,,,0,"PONCHO.G,PANTS.B,BOOTS_FOOTMAN.R,SPOTTEDBLEVANTON,WILDGANJA,POISON_PIG,WILDGANJA,ANTIDOT_MOMENT,POTATOES,KVAS,HUNTING_RIFLE,TOADSTOOLBLUE,DOG_FUR,SPOTTEDBLEVANTON,WILDGANJA,SUIRIKEN,TOADSTOOLBLUE,ACID,TOADSTOOLBLUE,VODKA,DOG_FUR",BROOM,man,White1,,WhiteSlave3,,,,Townsman,Местный
aryan_a_poor_Walker02,aryantown,8,7,4,7,11,8,5,M,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,50,0,,,0,"RAGS_JACKET.G,RAGS_TROUSERS.B,TOADSTOOLBLUE,TOADSTOOLBLUE,TOADSTOOL,ANTIDOT_PIG,HANDMADE_12_DOUBLE,RAT_FUR,BREAD,DOG_FUR,BREAD,POTATOES,MUSHROOM,DOG_FUR",,man,White1,,WhiteSlave2,,,,Townsman,Оборванец
aryan_a_poor_Walker04,aryantown,8,7,8,7,11,8,5,M,175,10,,,,,,70,,,15,15,0,50,40,17,0,0,77,0,,,0,"KINDZADZA.R,RAGS_JACKET.B,STRIPPED_SHIRT.R,PANTS.R,MEAT,MUSHROOM,TOADSTOOLBLUE,DODGER,RAT_FUR,TOADSTOOLBLUE,CIGARETTE,DOG_FUR,POTATOES,WOOL_CORN,HUNTING_RIFLE",,man,White2,,WhiteSlave4,,,,Townsman,Оборванец
aryan_a_poor_Walker05,aryantown,8,7,5,7,12,8,5,M,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,44,0,,,0,"PONCHO.R,RAGS_TROUSERS.G,BOOTS_COLONIST.R,ANTIDOT_MOMENT,RAT_FUR,DOG_FUR,TOADSTOOLBLUE,BLEVANTON,ACID,DOG_FUR,RAT_FUR,WILDGANJA,RAT_FUR,HUNTING_RIFLE",,man,White1,,WhiteSlave5,,,,Townsman,Оборванец
aryan_a_poor_Walker06,aryantown,8,7,8,7,11,8,5,M,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,44,0,,,0,"PONCHO.G,SHIRT.R,RAGS_TROUSERS.B,HUNTING_RIFLE,DOG_FUR,CIGARETTE,TOADSTOOLBLUE,RAT_FUR,RAT_FUR,FAST_DIVING,WILDGANJA,DOG_FUR,RAT_FUR,RAT_FUR,GANJA",,man,White1,,WhiteSlave6,,,,Townsman,Оборванец
aryan_a_poor_Walker07,aryantown,8,7,7,7,12,8,5,M,165,10,,,,,,70,,,15,15,0,50,40,17,0,0,50,0,,,0,"KINDZADZA.R,PONCHO.B,RAGS_TROUSERS.G,BOOTS_COLONIST.R,SPOTTEDBLEVANTON,ANTIDOT_PIG,CARROT,POTATOES,CARROT,DOG_FUR,RAT_FUR,CARROT,HANDMADE_12MM,POISON_PIG",,man,White2,,WhiteSlave7,,,,Townsman,Оборванец
aryan_a_poor_Walker08,aryantown,8,7,5,7,13,8,5,M,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,33,0,,,0,"EAR_FLAPS.G,SHIRT.G,RAGS_TROUSERS.R,BOOTS_COLONIST.R,HANDMADE_6MM,DOG_FUR,RAT_FUR,SPOTTEDBLEVANTON,TOADSTOOLBLUE,RAT_FUR,WOOL_CORN,WILDGANJA,DOG_FUR,MUSHROOM,DOG_FUR,DOG_FUR",,man,White1,,WhiteSlave8,,,,Townsman,Оборванец
aryan_a_poor_Walker09,aryantown,8,7,8,7,11,8,5,M,175,10,,,,,,70,,,15,15,0,50,40,17,0,0,77,0,,,0,"EAR_FLAPS.B,PANTS.R,BLEVANTON,BLEVANTON,GANJA,DOG_FUR,HANDMADE_6MM,DOG_FUR,ANTIDOT_PIG,BLEVANTON,CIGARETTE,RAT_FUR,DODGER",,man,White1,,WhiteSlave9,,,,Townsman,Оборванец
aryan_a_poor_Walker10,aryantown,8,7,5,7,11,8,5,M,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,42,0,,,0,"EAR_FLAPS.R,PANTS.B,BOOTS_COLONIST.R,POISON_PIG,POISON_PIG,HANDMADE_12MM,DOG_FUR,TOADSTOOLBLUE,DOG_FUR",,man,White1,,WhiteSlave2,,,,Townsman,Оборванец
aryan_a_rich_Walker08,aryantown,8,7,7,7,21,8,5,M,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,100,0,,,0,"COWBOY_SHIRT.B,TROUSERS.B,BOOTS_HIGH.B,PISTOL_STUPID,SAJ,WOOL_CORN,MEDIKIT_2,CRACKER_GRENADE,WOOL_CORN,DODGER,DODGER_BIG,HYENA_PLATE,LEMON_GRENADE,POISON_GRENADE,LIFTING_JACK,TERMO9D_BOX",,man,White1,,WhiteSlave,,,,Townsman,Местный
aryan_a_rich_Walker09,aryantown,8,7,8,7,20,8,5,M,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,117,0,,,0,"GOLD_CHAIN.R,COWBOY_SHIRT.G,TROUSERS.B,BOOTS_FOOTMAN.R,SHOTGUN_FRIEND,WILDGANJA,FINNISH_KNIFE,WOOL_CORN,GANJA,TITANIUM_PLATE,MEAT,LEMON_GRENADE,MEDIKIT_1,BREAD,MEDIKIT_2,DODGER_BIG,GRENADE_30MM,GANJA,GANJA,MOLOTOV_GRENADE",,man,White1,,WhiteSlave2,,,,Townsman,Местный
aryan_a_rich_Walker10,aryantown,8,7,8,7,19,8,5,M,175,10,,,,,,70,,,15,15,0,50,40,17,0,0,86,0,,,0,"BIG_GOLD_CHAIN.G,BLOUSE.R,TROUSERS.G,BOOTS_FOOTMAN.R,GANJA,PISTOL_STUPID,GRENADE_30MM,KATANA_CHINEZE,ANTIDOT_PIG,GANJA,POTATOES,MEAT,MEDIKIT_1,OBLOM_BOX,GANJA,DODGER_BIG,GANJA,HYENA_PLATE,LIFTING_JACK,KVAS,KVAS,CRACKER_GRENADE",,man,White1,,WhiteSlave8,,,,Townsman,Местный
aryan_a_Walker01,aryantown,8,7,5,7,15,8,5,M,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,84,0,,,0,"CAP.G,QUILTED_JACKET.R,SHIRT.R,JEANS.R,BOOTS_FOOTMAN.R,AXE2H,HANDMADE_12MM,STEW_GRENADE,DODGER,MEAT,CIGARETTE,DOWNHILL",,man,White1,,WhiteSlave,,,,Townsman,Местный
aryan_a_Walker02,aryantown,8,7,8,7,16,8,5,M,175,10,,,,,,70,,,15,15,0,50,40,17,0,0,86,0,,,0,"QUILTED_JACKET.G,CAMOUFLAGE_SHIRT.R,STRETCH_JEANS.R,BOOTS_FOOTMAN.R,SPIKED_KNUCKLES,HANDMADE_12MM,OBLOM_BOX,HANDMADE_GRENADE,POISON_PIG,DODGER_BIG",,man,White1,,WhiteSlave2,,,,Townsman,Местный
aryan_a_Walker03,aryantown,8,7,7,7,16,8,5,M,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,88,0,,,0,"QUILTED_JACKET.B,CAGED_SMOKING.R,SHIRT.G,ROLL_NECK.G,STRETCH_JEANS.G,HANDMADE_GRENADE,REVOLVER_LAVRENTIY_B,SPIKED_KNUCKLES,ACCELERATOR,ANTIDOT_PIG,BREAD,DODGER_BIG",,man,White1,,WhiteSlave3,,WhiteSlave3,,Townsman,Местный
aryan_a_Walker05,aryantown,8,7,8,7,14,8,5,M,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,85,0,,,0,"BASEBALL_CAP.G,KHAKI_SHIRT.R,GOLF_SHORTS.R,BOOTS_FOOTMAN.R,AXE2H,ANTIDOT_PIG,SHOTGUN_FRIEND,VODKA,SAJ,MEAT,CIGARETTE,KVAS,DODGER_BIG,GRENADE_30MM",,man,White1,,WhiteSlave5,,,,Townsman,Местный
aryan_a_Walker06,aryantown,8,7,8,7,17,8,5,M,175,10,,,,,,70,,,15,15,0,50,40,17,0,0,88,0,,,0,"ROLL_NECK.R,STRETCH_JEANS.B,BOOTS_COLONIST.R,STEW_GRENADE,WOOL_CORN,PISTOL_BULL,VODKA,HATCHET,WOOL_CORN,GANJA",,man,White1,,WhiteSlave6,,WhiteSlave6,,Townsman,Местный
aryan_a_Walker07,aryantown,6,5,6,6,15,6,5,M,170,10,,,,,,50,,,25,25,0,40,30,12,0,0,89,0,,,0,"ROLL_NECK.G,TROUSERS.G,SHOTGUN_BEST_FRIEND,WOOL_CORN,SPIKED_KNUCKLES,GANJA,VODKA,DODGER,GANJA,CIGARETTE,CARROT,CRACKER_GRENADE,WOOL_CORN,IRON_PLATE",,man,White2,,WhiteSlave7,,,,Townsman,Местный
aryan_a_Walker08,aryantown,8,7,7,7,16,8,5,M,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,93,0,,,0,"COWBOY_SHIRT.R,TROUSERS.G,BOOTS_LANDROVER.R,MEAT,HANDMADE_12_DOUBLE,ANTIDOT_MOMENT,LIFTING_JACK,DODGER,MEDIKIT_1,ANTIDOT_MOMENT,WOOL_CORN,CRACKER_GRENADE",,man,White1,,WhiteSlave8,,WhiteSlave8,,Townsman,Местный
aryan_a_Walker10,aryantown,8,7,4,7,17,8,5,M,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,86,0,,,0,"SLEEVELESS_SHIRT.G,STRETCH_JEANS.G,AXE2H,PISTOL_BEAST,POISON_PIG,SAJ,GANJA,ZUBR_BOX",,man,White1,,WhiteSlave,,WhiteSlave,,Townsman,Местный
aryan_a_Walker13,aryantown,8,7,8,7,17,8,5,M,175,10,,,,,,70,,,15,15,0,50,40,17,0,0,100,0,,,0,"PANAMA.G,BLOUSE.B,TROUSERS.R,BOOTS_HIGH.R,AWL,REVOLVER_FELIX_D,WOOL_CORN,KVAS,GANJA,CARROT,KVAS,POTATOES,POISON_PIG,ANTIDOT_PIG,IRON_PLATE,GANJA,POISON_PIG,BREAD,POISON_PIG,GANJA,CIGARETTE,MEDIKIT_1,STEW_GRENADE",,man,White2,,WhiteSlave4,,WhiteSlave4,,Townsman,Местный
aryan_a_Walker14,aryantown,8,7,7,7,15,8,5,M,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,93,0,,,0,"SILVER_CHAIN.R,CAMOUFLAGE_SHIRT.B,BLOUSE.R,JEANS.G,BOOTS_HIGH.B,CIGARETTE,GANJA,MEAT,CARROT,GANJA,PISTOL_BEAST,GANJA,GRENADE_30MM,IRON_PLATE",,man,White1,,WhiteSlave5,,,,Townsman,Местный
aryan_a_Walker18,aryantown,8,7,5,7,17,8,5,M,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,95,0,,,0,"SILVER_CHAIN.R,BLOUSE.R,TROUSERS.G,BOOTS_FOOTMAN.R,ANTIDOT_PIG,HANDMADE_12MM,KVAS,DODGER_BIG,CIGARETTE,STEW_GRENADE,WOOL_CORN,FINNISH_KNIFE,ANTIDOT_MOMENT,BIG_HAND_GRENADE",,man,White1,,WhiteSlave9,,WhiteSlave9,,Townsman,Местный
aryan_a_Walker20,aryantown,8,7,7,7,15,8,5,M,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,96,0,,,0,"ROUND_PUMPON.B,FIGHTING_SHIRT.B,JEANS.B,BOOTS_FOOTMAN.R,AXE2H,GANJA,PISTOL_STUPID,BREAD,KVAS,FINNISH_KNIFE,MEAT,MEAT,KVAS,MEAT,WOOL_CORN,GANJA,CRACKER_GRENADE,ANTIDOT_PIG,POISON_MOMENT,WOOL_CORN,DODGER",,man,White1,,WhiteSlave5,,,,Townsman,Местный
aryan_a_woman_Walker01,aryantown,8,7,8,7,15,8,5,F,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,86,0,,,0,"ARYAN_UNIFORM_CAP.B,IRON_HEART.R,LEATHER_SHIRT.R,LEATHER_SHORTS.B,BOOTS_HIGH.B,REVOLVER_BUTCHER,BRUISE,FINNISH_KNIFE,CARROT,CARROT,BREAD,CIGARETTE,BLEVANTON,DOWNHILL,MEAT,BRUISE,MUSHROOM,SUIRIKEN,BREAD,CIGARETTE,MUSHROOM,DODGER",WHIP,woman,White2,,WhiteWoman3,,,,Townswoman,Фрау Герда
aryan_a_woman_Walker02,aryantown,8,7,8,7,14,8,5,F,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,90,0,,,0,"ARYAN_UNIFORM_CAP.R,GRID_SHIRT.R,LEATHER_SHORTS.R,BOOTS_HIGH.B,CARROT,PISTOL_BULL,POTATOES,DODGER,BREAD,BREAD,STILETTO,BREAD,WILDGANJA,BREAD,BREAD,MEDIKIT_1",,woman,White1,,WhiteWoman5,,,,Townswoman,Берта
aryan_a_woman_Walker03,aryantown,8,7,8,7,14,8,5,F,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,76,0,,,0,"ARYAN_FIELD_CAP.R,KNOT_SHIRT.G,BOOTS_HIGH.B,HANDMADE_12_DOUBLE,CARROT,CARROT,MEAT,CIGARETTE,SPIKED_KNUCKLES,CARROT,CARROT,WILDGANJA,BREAD,TOADSTOOLBLUE,BREAD,CIGARETTE,POTATOES,DODGER,MEAT,MEAT,BREAD,ACID,MEAT,BREAD,CARROT",,woman,White1,,WhiteWoman6,,,,Townswoman,Инга
aryan_a_woman_Walker04,aryantown,8,7,8,7,14,8,5,F,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,84,0,,,0,"HAIR3.G,SILVER_CHAIN.R,LEATHER_SHIRT.R,LEATHER_TROUSERS.B,BOOTS_HIGH.B,MEDIKIT_1,CIGARETTE,SPOTTEDBLEVANTON,DODGER,WOOL_CORN,BREAD,SPIKED_KNUCKLES,POTATOES,SHOTGUN_FRIEND,CIGARETTE,MUSHROOM,TOADSTOOLBLUE",,woman,White1,,WhiteWoman1,,,,Townswoman,Гертруда
aryan_a_woman_Walker05,aryantown,8,7,8,7,14,8,5,F,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,91,0,,,0,"HAIR1.R,LEATHER_SHIRT.R,MINI_SKIRT.G,BOOTS_HIGH.R,MEAT,BREAD,SHOTGUN_HELLO,TOADSTOOLBLUE,CIGARETTE,SPIKED_KNUCKLES,GANJA,POTATOES,BREAD,MEAT,VODKA,BREAD,BREAD,POTATOES,SUIRIKEN,TOADSTOOLBLUE,DOWNHILL,MEAT,BRUISE,DODGER,POTATOES",WHIP,woman,White2,,WhiteWoman2,,,,Townswoman,Марлен
aryan_a_woman_Walker06,aryantown,8,7,8,7,16,8,5,F,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,82,0,,,0,"HAIR2.R,GRID_SHIRT.R,LEATHER_SHORTS.G,BOOTS_HIGH.R,SPIKED_KNUCKLES,HANDMADE_6MM,BREAD,CARROT,BREAD,BREAD,MEDIKIT_1,DODGER,DODGER,BREAD,BREAD,DODGER,MEDIKIT_1,TOADSTOOLBLUE,GANJA,VODKA,DODGER,CIGARETTE,WILDGANJA,CARROT,MEDIKIT_1",,woman,White1,,WhiteWoman5,,,,Townswoman,Анна
aryan_a_woman_Walker07,aryantown,8,7,8,7,9,8,5,F,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,33,0,,,0,"HAIR1.R,LEATHER_SHIRT.R,JEANS.R,BOOTS_HIGH.B",,woman,White2,,WhiteWoman2,,WhiteWoman2,,Townswoman,Кошелка
aryan_a_woman_Walker08,aryantown,8,7,7,7,16,8,5,F,175,10,,,,,,70,,,15,15,0,50,40,17,0,0,79,0,,,0,"ARYAN_UNIFORM_CAP.G,GRID_SHIRT.R,MEDIUM_SKIRT.R,BOOTS_HIGH.B,HANDMADE_6MM,TOADSTOOL,GANJA,BREAD,KNUCKLES,BREAD,BREAD,CARROT,CARROT,DODGER,BLEVANTON,CIGARETTE,CARROT,BREAD,BREAD,DODGER,CARROT,VODKA,WILDGANJA,CIGARETTE,POTATOES",,woman,White4,,WhiteWoman3,,WhiteWoman3,,Townswoman,Хельга
aryan_a_woman_Walker09,aryantown,8,7,8,7,16,8,5,F,170,10,,,,,,70,,,15,15,0,50,40,17,0,0,85,0,,,0,"ARYAN_FIELD_CAP.R,TOPIC.G,MEDIUM_SKIRT.G,BOOTS_HIGH.B,SPOTTEDBLEVANTON,CARROT,TOADSTOOLBLUE,SHOTGUN_HELLO,AWL,WILDGANJA,TOADSTOOLBLUE,DODGER,SPOTTEDBLEVANTON,VODKA,BREAD,BREAD,CIGARETTE,BREAD,TOADSTOOL,BREAD,CIGARETTE,BREAD",,woman,White1,,WhiteWoman5,,WhiteWoman5,,Townswoman,Барбара
aryan_a_woman_Walker10,aryantown,8,7,8,7,14,8,5,F,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,77,0,,,0,"HAIR2.B,IRON_HEART.R,KNOT_SHIRT.G,LONG_SKIRT.G,SHOES.B,BREAD,POTATOES,MUSHROOM,KNUCKLES,BREAD,GANJA,ACID,HANDMADE_12_DOUBLE,DODGER,BREAD,CIGARETTE,BREAD,TOADSTOOLBLUE,DODGER",,woman,White2,,WhiteWoman3,,,,Townswoman,Проститутка
aryan_a_woman_Walker11,aryantown,8,7,8,7,15,8,5,F,165,10,,,,,,70,,,15,15,0,50,40,17,0,0,79,0,,,0,"HAIR3.G,GRID_SHIRT.R,LEATHER_TROUSERS.B,BOOTS_HIGH.B,SPOTTEDBLEVANTON,CIGARETTE,HANDMADE_12_DOUBLE,STILETTO,DOWNHILL,DODGER,MEAT,DODGER,POTATOES,BREAD,VODKA,MEAT,WILDGANJA,CIGARETTE,GANJA,BREAD,BREAD,MEDIKIT_1,CIGARETTE,BREAD",,woman,White3,,WhiteWoman6,,WhiteWoman6,,Townswoman,Матильда
aryan_a_woman_Walker12,aryantown,8,7,7,7,15,8,5,F,170,10,,,,,,70,,,15,15,0,50,40,17,0,0,86,0,,,0,"HAIR2.B,MINI_SKIRT.R,BOOTS_HIGH.G,REVOLVER_BUTCHER,CIGARETTE,SPOTTEDBLEVANTON,MUSHROOM,BREAD,FINNISH_KNIFE,DODGER,WILDGANJA,BREAD,TOADSTOOLBLUE,DODGER",,woman,White1,,WhiteWoman5,,WhiteWoman5,,Townswoman,Клара
aryan_a_woman_Walker13,aryantown,8,7,7,7,10,8,5,F,170,10,,,,,,70,,,15,15,0,50,40,17,0,0,33,0,,,0,"HAIR4.R,LEATHER_SHIRT.R,MINI_SKIRT.R,BOOTS_HIGH.B",,woman,White4,,WhiteWoman3,,WhiteWoman3,,Townswoman,Изольда
aryan_a_woman_Walker14,aryantown,8,7,8,7,14,8,5,F,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,87,0,,,0,"HAIR1.G,COWBOY_SHIRT.G,MINI_SKIRT.B,SHOES.G,MEDIKIT_1,KNUCKLES,SHOTGUN_FRIEND,CARROT,BREAD,WILDGANJA,CIGARETTE,SPOTTEDBLEVANTON,SUIRIKEN,WOOL_CORN",,woman,White1,,WhiteWoman5,,,,Townswoman,Маруха
aryan_a_woman_Walker15,aryantown,8,7,8,7,13,8,5,F,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,88,0,,,0,"HAIR2.R,COWBOY_SHIRT.B,JEANS.R,SHOES.B,SHOTGUN_FRIEND,SPIKED_KNUCKLES,DODGER",,woman,White1,,WhiteWoman7,,,,Townswoman,Падшая
aryan_a_yellow_Broom03,aryantown,8,7,4,7,13,8,5,M,165,10,,,,,,70,,,15,15,0,50,40,17,0,0,76,0,,,0,"CHINEZIAN.R,GOLF_SHORTS.B,GETA.R,CIGARETTE,HANDMADE_12_DOUBLE,CIGARETTE,POISON_PIG,BREAD,SUIRIKEN,TOADSTOOLBLUE,TOADSTOOLBLUE,CARROT,DODGER,CIGARETTE,SPIKED_KNUCKLES,BREAD,CARROT,POISON_PIG,WILDGANJA,RAT_FUR",BROOM,man,Yellow2,,YellowSlave3,,,,Townsman,Местный
aryan_a_yellow_Broom08,aryantown,8,7,8,7,14,8,5,M,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,78,0,,,0,"CHINEZIAN.R,FIGHTING_SHIRT.G,SHORTS.B,SHOES.G,HANDMADE_6MM,ANTIDOT_PIG,STONE_KNIFE,MEAT,POISON_MOMENT,BREAD,DODGER,CIGARETTE,CARROT,POISON_MOMENT,WILDGANJA",BROOM,man,Yellow2,,YellowSlave8,,,,Townsman,Местный
aryan_a_yellow_Broom10,aryantown,8,7,5,7,14,8,5,M,175,10,,,,,,70,,,15,15,0,50,40,17,0,0,75,0,,,0,"CHINEZIAN.R,KIMONO.G,SHOES.B,HANDMADE_6MM,TOADSTOOLBLUE,DOG_FUR,DODGER,ANTIDOT_PIG,GANJA",BROOM,man,Yellow2,,YellowSlave3,,,,Townsman,Местный
aryan_a_yellow_poor_Walker01,aryantown,8,7,4,7,12,8,5,M,165,10,,,,,,70,,,15,15,0,50,40,17,0,0,50,0,,,0,"CHINEZIAN.R,KIMONO_SHIRT.G,RAGS_TROUSERS.G,GETA.R,TOADSTOOL,HANDMADE_6MM,DOG_FUR,ANTIDOT_PIG,WILDGANJA,TOADSTOOLBLUE,WILDGANJA,FAST_DIVING,TOADSTOOL,RAT_FUR",,man,Yellow1,,YellowSlave,,,,Townsman,Местный
aryan_a_yellow_poor_Walker02,aryantown,8,7,8,7,12,8,5,M,165,10,,,,,,70,,,15,15,0,50,40,17,0,0,76,0,,,0,"CHINEZIAN.R,SHIRT.B,RAGS_TROUSERS.B,PUTTEES.R,BREAD,MUSHROOM,HUNTING_RIFLE,POISON_MOMENT,SPOTTEDBLEVANTON,POTATOES,POTATOES,DODGER,DOG_FUR,DOG_FUR",,man,Yellow1,,YellowSlave2,,,,Townsman,Местный
aryan_a_yellow_poor_Walker03,aryantown,8,7,8,7,12,8,5,M,160,10,,,,,,70,,,15,15,0,50,40,17,0,0,34,0,,,0,"CHINEZIAN.R,BLEVANTON,WOOL_CORN,HANDMADE_6MM,BLEVANTON,CIGARETTE,MUSHROOM,RAT_FUR,SPOTTEDBLEVANTON,RAT_FUR,TOADSTOOLBLUE,DOG_FUR,TOADSTOOL,SPOTTEDBLEVANTON,SPOTTEDBLEVANTON,POTATOES,IRON_SPEAR,DOG_FUR,MUSHROOM,CIGARETTE,GANJA",,man,Yellow2,,YellowSlave3,,,,Townsman,Местный
aryan_a_yellow_poor_Walker04,aryantown,8,7,5,7,11,8,5,M,175,10,,,,,,70,,,15,15,0,50,40,17,0,0,42,0,,,0,"CHINEZIAN.R,JERBOA.R,KIMONO_SHIRT.G,KIMONO.G,ANTIDOT_MOMENT,HANDMADE_6MM,WILDGANJA,RAT_FUR,DOG_FUR,TOADSTOOL,RAT_FUR,TOADSTOOLBLUE,POTATOES,TOADSTOOL,BLEVANTON,GANJA,ANTIDOT_MOMENT,DOG_FUR,TOADSTOOLBLUE,POISON_MOMENT",,man,Yellow1,,YellowSlave4,,,,Townsman,Местный
aryan_a_yellow_poor_Walker05,aryantown,8,7,8,7,13,8,5,M,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,47,0,,,0,"KIMONO_SHIRT.G,BLOUSE.R,KIMONO.G,SHORTS.G,GETA.R,TOADSTOOLBLUE,TOADSTOOLBLUE,HANDMADE_12_DOUBLE,KNUCKLES,CARROT,RAT_FUR,WILDGANJA,ANTIDOT_MOMENT,CARROT,BREAD,RAT_FUR,RAT_FUR,RAT_FUR",,man,Yellow1,,YellowSlave5,,,,Townsman,Местный
aryan_a_yellow_poor_Walker06,aryantown,8,7,5,7,11,8,5,M,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,42,0,,,0,"CHINEZIAN.R,KIMONO_SHIRT.G,SHORTS.B,SUIRIKEN,RAT_FUR,HANDMADE_12MM,ANTIDOT_MOMENT,RAT_FUR,RAT_FUR,RAT_FUR,DOG_FUR,DOG_FUR,DOG_FUR,DOG_FUR,RAT_FUR",,man,Yellow1,,YellowSlave6,,,,Townsman,Местный
aryan_a_yellow_poor_Walker07,aryantown,8,7,7,7,12,8,5,M,165,10,,,,,,70,,,15,15,0,50,40,17,0,0,47,0,,,0,"CHINEZIAN.R,SHIRT.B,GOLF_SHORTS.G,PUTTEES.R,RAT_FUR,CIGARETTE,CIGARETTE,HANDMADE_12_DOUBLE,DOG_FUR,POISON_PIG,IRON_SPEAR,DOG_FUR,MUSHROOM,SPOTTEDBLEVANTON,RAT_FUR,TOADSTOOLBLUE,DOG_FUR,BLEVANTON,TOADSTOOLBLUE,CIGARETTE,DOG_FUR",,man,Yellow1,,YellowSlave7,,,,Townsman,Местный
aryan_a_yellow_poor_Walker08,aryantown,8,7,5,7,11,8,5,M,180,10,,,,,,70,,,15,15,0,50,40,17,0,0,44,0,,,0,"KIMONO_SHIRT.G,GOLF_SHORTS.R,GETA.R,BLEVANTON,WILDGANJA,HUNTING_RIFLE,BLEVANTON,RAT_FUR,SPOTTEDBLEVANTON,DOG_FUR,DOG_FUR,SPOTTEDBLEVANTON,WILDGANJA,RAT_FUR,BLEVANTON,BLEVANTON,RAT_FUR,WILDGANJA",,man,Yellow2,,YellowSlave8,,,,Townsman,Местный
aryan_a_yellow_poor_Walker09,aryantown,8,7,8,7,11,8,5,M,165,10,,,,,,70,,,15,15,0,50,40,17,0,0,75,0,,,0,"CHINEZIAN.R,SHIRT.B,GOLF_SHORTS.G,SPOTTEDBLEVANTON,DOG_FUR,RAT_FUR,DOG_FUR,DOG_FUR,RAT_FUR,TOADSTOOLBLUE,DODGER",,man,Yellow1,,YellowSlave,,,,Townsman,Местный
